City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,adamstown,-25.066,-130.1015,21.91,79,90,4.52,PN,1715130879
1,waitangi,-43.9535,-176.5597,11.01,71,9,2.68,NZ,1715130880
2,port elizabeth,-33.918,25.5701,19.5,88,0,10.8,ZA,1715130880
3,asaita,11.5636,41.4394,30.37,57,23,1.89,ET,1715130880
4,manokwari,-0.8667,134.0833,28.21,76,100,0.36,ID,1715130880
5,edinburgh of the seven seas,-37.0676,-12.3116,16.16,90,100,20.18,SH,1715130881
6,grytviken,-54.2811,-36.5092,-1.99,78,23,3.89,GS,1715130881
7,huotong,26.8497,119.4181,23.75,76,100,1.25,CN,1715130881
8,angaur state,6.906,134.13,28.5,75,100,4.69,PW,1715130881
9,jamestown,42.097,-79.2353,19.8,48,75,0.0,US,1715130881
10,merizo village,13.2658,144.6691,30.55,83,100,5.17,GU,1715130882
11,tazacorte,28.629,-17.9293,21.19,84,75,4.12,ES,1715130882
12,iqaluit,63.7506,-68.5145,-3.15,74,20,4.12,CA,1715130882
13,chita,52.0333,113.55,9.94,30,0,8.0,RU,1715130882
14,papatowai,-46.5619,169.4708,6.3,95,100,5.49,NZ,1715130883
15,panaba,21.2833,-88.2667,31.59,48,9,7.04,MX,1715130883
16,port-aux-francais,-49.35,70.2167,4.63,78,37,14.48,TF,1715130883
17,ibia,-19.4783,-46.5389,20.7,65,1,1.48,BR,1715130883
18,chernyshevskiy,63.0128,112.4714,-1.85,80,100,6.04,RU,1715130883
19,bir el ater,34.7449,8.0602,14.37,66,34,3.83,DZ,1715130884
20,tiksi,71.6872,128.8694,-0.99,96,100,3.56,RU,1715130884
21,atafu village,-8.5421,-172.5159,28.87,78,100,4.17,TK,1715130884
22,castro-urdiales,43.3829,-3.2204,14.12,76,14,2.3,ES,1715130884
23,anadyr,64.75,177.4833,-6.72,62,75,3.0,RU,1715130884
24,ust-nera,64.5667,143.2,3.36,76,100,2.47,RU,1715130884
